index,country,year,sex,age,suicides_no,population,suicides_100k,gdp_yearly,gdp_capita,generation
27030,United States,2000,male,55-74 years,4153,19948630,20.82,"10,284,779,000,000",39218,Silent
27031,United States,2000,male,25-34 years,3938,20120529,19.57,"10,284,779,000,000",39218,Generation X
27032,United States,2000,male,15-24 years,3424,20078818,17.05,"10,284,779,000,000",39218,Generation X
27033,United States,2000,female,35-54 years,2736,41881451,6.53,"10,284,779,000,000",39218,Boomers
27034,United States,2000,female,55-74 years,1084,22717040,4.77,"10,284,779,000,000",39218,Silent
27035,United States,2000,female,25-34 years,854,19771195,4.32,"10,284,779,000,000",39218,Generation X
27036,United States,2000,female,75+ years,425,10494416,4.05,"10,284,779,000,000",39218,G.I. Generation
27037,United States,2000,female,15-24 years,570,19105073,2.98,"10,284,779,000,000",39218,Generation X
27038,United States,2000,male,5-14 years,244,21043474,1.16,"10,284,779,000,000",39218,Millenials
27039,United States,2000,female,5-14 years,63,20034103,0.31,"10,284,779,000,000",39218,Millenials
27040,United States,2001,male,75+ years,2549,6285825,40.55,"10,621,824,000,000",40018,Silent
27041,United States,2001,male,35-54 years,9684,41638996,23.26,"10,621,824,000,000",40018,Boomers
27042,United States,2001,male,55-74 years,4603,20451417,22.51,"10,621,824,000,000",40018,Silent
27043,United States,2001,male,25-34 years,4199,20013572,20.98,"10,621,824,000,000",40018,Generation X
27044,United States,2001,male,15-24 years,3409,20485156,16.64,"10,621,824,000,000",40018,Millenials
27045,United States,2001,female,35-54 years,2893,42567863,6.8,"10,621,824,000,000",40018,Boomers
27046,United States,2001,female,55-74 years,1146,23170384,4.95,"10,621,824,000,000",40018,Silent
27047,United States,2001,female,25-34 years,871,19593734,4.45,"10,621,824,000,000",40018,Generation X
27048,United States,2001,female,75+ years,412,10691894,3.85,"10,621,824,000,000",40018,Silent
27049,United States,2001,female,15-24 years,562,19463211,2.89,"10,621,824,000,000",40018,Millenials
27050,United States,2001,male,5-14 years,214,21032860,1.02,"10,621,824,000,000",40018,Millenials
27051,United States,2001,female,5-14 years,65,20032634,0.32,"10,621,824,000,000",40018,Millenials
27052,United States,2002,male,75+ years,2642,6470864,40.83,"10,977,514,000,000",40845,Silent
27053,United States,2002,male,35-54 years,10101,42042827,24.03,"10,977,514,000,000",40845,Boomers
27054,United States,2002,male,55-74 years,4890,21085316,23.19,"10,977,514,000,000",40845,Silent
27055,United States,2002,male,25-34 years,4135,20202776,20.47,"10,977,514,000,000",40845,Generation X
27056,United States,2002,male,15-24 years,3432,20821269,16.48,"10,977,514,000,000",40845,Millenials
27057,United States,2002,female,35-54 years,3058,42957716,7.12,"10,977,514,000,000",40845,Boomers
27058,United States,2002,female,55-74 years,1191,23790625,5.01,"10,977,514,000,000",40845,Silent
27059,United States,2002,female,25-34 years,911,19725528,4.62,"10,977,514,000,000",40845,Generation X
27060,United States,2002,female,75+ years,443,10856838,4.08,"10,977,514,000,000",40845,Silent
27061,United States,2002,female,15-24 years,578,19768514,2.92,"10,977,514,000,000",40845,Millenials
27062,United States,2002,male,5-14 years,199,21012559,0.95,"10,977,514,000,000",40845,Millenials
27063,United States,2002,female,5-14 years,65,20024727,0.32,"10,977,514,000,000",40845,Millenials
27064,United States,2003,male,75+ years,2499,6599131,37.87,"11,510,670,000,000",42468,Silent
27065,United States,2003,male,35-54 years,10025,42177315,23.77,"11,510,670,000,000",42468,Boomers
27066,United States,2003,male,55-74 years,4941,21773685,22.69,"11,510,670,000,000",42468,Silent
27067,United States,2003,male,25-34 years,4156,20222486,20.55,"11,510,670,000,000",42468,Generation X
27068,United States,2003,male,15-24 years,3381,21182602,15.96,"11,510,670,000,000",42468,Millenials
27069,United States,2003,female,35-54 years,3058,42997878,7.11,"11,510,670,000,000",42468,Boomers
27070,United States,2003,female,55-74 years,1237,24463095,5.06,"11,510,670,000,000",42468,Silent
27071,United States,2003,female,25-34 years,909,19650112,4.63,"11,510,670,000,000",42468,Generation X
27072,United States,2003,female,75+ years,414,10983008,3.77,"11,510,670,000,000",42468,Silent
27073,United States,2003,female,15-24 years,607,20023561,3.03,"11,510,670,000,000",42468,Millenials
27074,United States,2003,male,5-14 years,194,20976656,0.92,"11,510,670,000,000",42468,Millenials
27075,United States,2003,female,5-14 years,56,19991981,0.28,"11,510,670,000,000",42468,Millenials
27076,United States,2004,male,75+ years,2496,6726102,37.11,"12,274,928,000,000",44867,Silent
27077,United States,2004,male,35-54 years,10145,42486552,23.88,"12,274,928,000,000",44867,Boomers
27078,United States,2004,male,55-74 years,4989,22427063,22.25,"12,274,928,000,000",44867,Silent
27079,United States,2004,male,25-34 years,4142,20336031,20.37,"12,274,928,000,000",44867,Generation X
27080,United States,2004,male,15-24 years,3596,21438383,16.77,"12,274,928,000,000",44867,Millenials
27081,United States,2004,female,35-54 years,3399,43240905,7.86,"12,274,928,000,000",44867,Boomers
27082,United States,2004,female,55-74 years,1301,25115333,5.18,"12,274,928,000,000",44867,Silent
27083,United States,2004,female,25-34 years,932,19695906,4.73,"12,274,928,000,000",44867,Generation X
27084,United States,2004,female,75+ years,423,11104411,3.81,"12,274,928,000,000",44867,Silent
27085,United States,2004,female,15-24 years,720,20262722,3.55,"12,274,928,000,000",44867,Millenials
27086,United States,2004,male,5-14 years,187,20860278,0.9,"12,274,928,000,000",44867,Millenials
27087,United States,2004,female,5-14 years,98,19890450,0.49,"12,274,928,000,000",44867,Millenials
27088,United States,2005,male,75+ years,2610,6883241,37.92,"13,093,726,000,000",47423,Silent
27089,United States,2005,male,35-54 years,10332,42835394,24.12,"13,093,726,000,000",47423,Boomers
27090,United States,2005,male,55-74 years,5190,23156114,22.41,"13,093,726,000,000",47423,Silent
27091,United States,2005,male,25-34 years,4066,20421260,19.91,"13,093,726,000,000",47423,Generation X
27092,United States,2005,male,15-24 years,3498,21647159,16.16,"13,093,726,000,000",47423,Millenials
27093,United States,2005,female,35-54 years,3209,43509335,7.38,"13,093,726,000,000",47423,Boomers
27094,United States,2005,female,55-74 years,1364,25839240,5.28,"13,093,726,000,000",47423,Silent
27095,United States,2005,female,25-34 years,924,19721652,4.69,"13,093,726,000,000",47423,Generation X
27096,United States,2005,female,75+ years,450,11267059,3.99,"13,093,726,000,000",47423,Silent
27097,United States,2005,female,15-24 years,714,20429690,3.49,"13,093,726,000,000",47423,Millenials
27098,United States,2005,male,5-14 years,204,20675232,0.99,"13,093,726,000,000",47423,Millenials
27099,United States,2005,female,5-14 years,68,19721304,0.34,"13,093,726,000,000",47423,Millenials
27100,United States,2006,male,75+ years,2494,6986609,35.7,"13,855,888,000,000",49666,Silent
27101,United States,2006,male,35-54 years,10641,43139910,24.67,"13,855,888,000,000",49666,Boomers
27102,United States,2006,male,55-74 years,5431,23894147,22.73,"13,855,888,000,000",49666,Silent
27103,United States,2006,male,25-34 years,4053,20564653,19.71,"13,855,888,000,000",49666,Generation X
27104,United States,2006,male,15-24 years,3528,21844954,16.15,"13,855,888,000,000",49666,Millenials
27105,United States,2006,female,35-54 years,3376,43805214,7.71,"13,855,888,000,000",49666,Boomers
27106,United States,2006,female,55-74 years,1536,26609380,5.77,"13,855,888,000,000",49666,Silent
27107,United States,2006,female,25-34 years,932,19851326,4.69,"13,855,888,000,000",49666,Generation X
27108,United States,2006,female,75+ years,421,11356899,3.71,"13,855,888,000,000",49666,Silent
27109,United States,2006,female,15-24 years,661,20590472,3.21,"13,855,888,000,000",49666,Millenials
27110,United States,2006,male,5-14 years,153,20640120,0.74,"13,855,888,000,000",49666,Millenials
27111,United States,2006,female,5-14 years,66,19697164,0.34,"13,855,888,000,000",49666,Millenials
27112,United States,2007,male,75+ years,2566,7056824,36.36,"14,477,635,000,000",51585,Silent
27113,United States,2007,male,35-54 years,10978,42992076,25.53,"14,477,635,000,000",51585,Boomers
27114,United States,2007,male,55-74 years,5830,24661084,23.64,"14,477,635,000,000",51585,Silent
27115,United States,2007,male,25-34 years,4281,20531378,20.85,"14,477,635,000,000",51585,Generation X
27116,United States,2007,male,15-24 years,3481,22014323,15.81,"14,477,635,000,000",51585,Millenials
27117,United States,2007,female,35-54 years,3525,43607902,8.08,"14,477,635,000,000",51585,Boomers
27118,United States,2007,female,55-74 years,1684,27395858,6.15,"14,477,635,000,000",51585,Silent
27119,United States,2007,female,25-34 years,997,19839678,5.03,"14,477,635,000,000",51585,Generation X
27120,United States,2007,female,75+ years,411,11421017,3.6,"14,477,635,000,000",51585,Silent
27121,United States,2007,female,15-24 years,659,20765167,3.17,"14,477,635,000,000",51585,Millenials
27122,United States,2007,male,5-14 years,131,20659096,0.63,"14,477,635,000,000",51585,Generation Z
27123,United States,2007,female,5-14 years,53,19714203,0.27,"14,477,635,000,000",51585,Generation Z
27124,United States,2008,male,75+ years,2531,7072366,35.79,"14,718,582,000,000",52128,Silent
27125,United States,2008,male,35-54 years,11371,43002471,26.44,"14,718,582,000,000",52128,Boomers
27126,United States,2008,male,55-74 years,6558,25698503,25.52,"14,718,582,000,000",52128,Silent
27127,United States,2008,male,25-34 years,4273,20007152,21.36,"14,718,582,000,000",52128,Generation X
27128,United States,2008,male,15-24 years,3560,22184611,16.05,"14,718,582,000,000",52128,Millenials
27129,United States,2008,female,35-54 years,3619,42893858,8.44,"14,718,582,000,000",52128,Boomers
27130,United States,2008,female,55-74 years,1703,28307998,6.02,"14,718,582,000,000",52128,Silent
27131,United States,2008,female,25-34 years,1027,19812423,5.18,"14,718,582,000,000",52128,Generation X
27132,United States,2008,female,75+ years,428,11038522,3.88,"14,718,582,000,000",52128,Silent
27133,United States,2008,female,15-24 years,738,21149435,3.49,"14,718,582,000,000",52128,Millenials
27134,United States,2008,male,5-14 years,154,21074651,0.73,"14,718,582,000,000",52128,Generation Z
27135,United States,2008,female,5-14 years,68,20113575,0.34,"14,718,582,000,000",52128,Generation Z
27136,United States,2009,male,75+ years,2552,7168575,35.6,"14,418,739,000,000",50563,Silent
27137,United States,2009,male,35-54 years,11613,42932194,27.05,"14,418,739,000,000",50563,Boomers
27138,United States,2009,male,55-74 years,6851,26664733,25.69,"14,418,739,000,000",50563,Silent
27139,United States,2009,male,25-34 years,4293,20205941,21.25,"14,418,739,000,000",50563,Generation X
27140,United States,2009,male,15-24 years,3595,22343137,16.09,"14,418,739,000,000",50563,Millenials
27141,United States,2009,female,35-54 years,3664,42836835,8.55,"14,418,739,000,000",50563,Boomers
27142,United States,2009,female,55-74 years,1875,29296258,6.4,"14,418,739,000,000",50563,Silent
27143,United States,2009,female,25-34 years,1027,19992900,5.14,"14,418,739,000,000",50563,Generation X
27144,United States,2009,female,15-24 years,776,21299140,3.64,"14,418,739,000,000",50563,Millenials
27145,United States,2009,female,75+ years,389,11101144,3.5,"14,418,739,000,000",50563,Silent
27146,United States,2009,male,5-14 years,175,21139852,0.83,"14,418,739,000,000",50563,Generation Z
27147,United States,2009,female,5-14 years,90,20181953,0.45,"14,418,739,000,000",50563,Generation Z
27148,United States,2010,male,75+ years,2617,7263596,36.03,"14,964,372,000,000",51989,Silent
27149,United States,2010,male,35-54 years,11767,42798501,27.49,"14,964,372,000,000",51989,Generation X
27150,United States,2010,male,55-74 years,7287,27667895,26.34,"14,964,372,000,000",51989,Silent
27151,United States,2010,male,25-34 years,4645,20409866,22.76,"14,964,372,000,000",51989,Generation X
27152,United States,2010,male,15-24 years,3772,22463069,16.79,"14,964,372,000,000",51989,Millenials
27153,United States,2010,female,35-54 years,3604,42711237,8.44,"14,964,372,000,000",51989,Generation X
27154,United States,2010,female,55-74 years,2071,30326595,6.83,"14,964,372,000,000",51989,Silent
27155,United States,2010,female,25-34 years,1092,20180858,5.41,"14,964,372,000,000",51989,Generation X
27156,United States,2010,female,15-24 years,830,21395712,3.88,"14,964,372,000,000",51989,Millenials
27157,United States,2010,female,75+ years,403,11163521,3.61,"14,964,372,000,000",51989,Silent
27158,United States,2010,male,5-14 years,187,21207667,0.88,"14,964,372,000,000",51989,Generation Z
27159,United States,2010,female,5-14 years,87,20250632,0.43,"14,964,372,000,000",51989,Generation Z
27160,United States,2011,male,75+ years,2721,7448796,36.53,"15,517,926,000,000",53452,Silent
27161,United States,2011,male,35-54 years,11681,42566273,27.44,"15,517,926,000,000",53452,Generation X
27162,United States,2011,male,55-74 years,7572,28556351,26.52,"15,517,926,000,000",53452,Boomers
27163,United States,2011,male,25-34 years,4862,20698307,23.49,"15,517,926,000,000",53452,Millenials
27164,United States,2011,male,15-24 years,3959,22622559,17.5,"15,517,926,000,000",53452,Millenials
27165,United States,2011,female,35-54 years,3776,42485156,8.89,"15,517,926,000,000",53452,Generation X
27166,United States,2011,female,55-74 years,2128,31268702,6.81,"15,517,926,000,000",53452,Boomers
27167,United States,2011,female,25-34 years,1238,20408037,6.07,"15,517,926,000,000",53452,Millenials
27168,United States,2011,female,15-24 years,863,21552069,4.0,"15,517,926,000,000",53452,Millenials
27169,United States,2011,female,75+ years,421,11270969,3.74,"15,517,926,000,000",53452,Silent
27170,United States,2011,male,5-14 years,201,21185153,0.95,"15,517,926,000,000",53452,Generation Z
27171,United States,2011,female,5-14 years,86,20251453,0.42,"15,517,926,000,000",53452,Generation Z
27172,United States,2012,male,75+ years,2853,7633574,37.37,"16,155,255,000,000",55170,Silent
27173,United States,2012,male,35-54 years,11763,42326226,27.79,"16,155,255,000,000",55170,Generation X
27174,United States,2012,male,55-74 years,8032,29473157,27.25,"16,155,255,000,000",55170,Boomers
27175,United States,2012,male,25-34 years,4985,21028158,23.71,"16,155,255,000,000",55170,Millenials
27176,United States,2012,male,15-24 years,3918,22713083,17.25,"16,155,255,000,000",55170,Millenials
27177,United States,2012,female,35-54 years,3857,42238495,9.13,"16,155,255,000,000",55170,Generation X
27178,United States,2012,female,55-74 years,2264,32244829,7.02,"16,155,255,000,000",55170,Boomers
27179,United States,2012,female,25-34 years,1231,20667924,5.96,"16,155,255,000,000",55170,Millenials
27180,United States,2012,female,15-24 years,954,21653970,4.41,"16,155,255,000,000",55170,Millenials
27181,United States,2012,female,75+ years,428,11375645,3.76,"16,155,255,000,000",55170,Silent
27182,United States,2012,male,5-14 years,226,21198150,1.07,"16,155,255,000,000",55170,Generation Z
27183,United States,2012,female,5-14 years,85,20273917,0.42,"16,155,255,000,000",55170,Generation Z
27184,United States,2013,male,75+ years,2990,7816638,38.25,"16,691,517,000,000",56520,Silent
27185,United States,2013,male,55-74 years,8445,30405404,27.77,"16,691,517,000,000",56520,Boomers
27186,United States,2013,male,35-54 years,11396,42085688,27.08,"16,691,517,000,000",56520,Generation X
27187,United States,2013,male,25-34 years,5063,21386891,23.67,"16,691,517,000,000",56520,Millenials
27188,United States,2013,male,15-24 years,3903,22735631,17.17,"16,691,517,000,000",56520,Millenials
27189,United States,2013,female,35-54 years,3776,41983845,8.99,"16,691,517,000,000",56520,Generation X
27190,United States,2013,female,55-74 years,2484,33229667,7.48,"16,691,517,000,000",56520,Boomers
27191,United States,2013,female,25-34 years,1285,20951958,6.13,"16,691,517,000,000",56520,Millenials
27192,United States,2013,female,15-24 years,975,21698877,4.49,"16,691,517,000,000",56520,Millenials
27193,United States,2013,female,75+ years,431,11486590,3.75,"16,691,517,000,000",56520,Silent
27194,United States,2013,male,5-14 years,252,21233001,1.19,"16,691,517,000,000",56520,Generation Z
27195,United States,2013,female,5-14 years,143,20308672,0.7,"16,691,517,000,000",56520,Generation Z
27196,United States,2014,male,75+ years,3106,7994948,38.85,"17,427,609,000,000",58531,Silent
27197,United States,2014,male,55-74 years,8961,31339875,28.59,"17,427,609,000,000",58531,Boomers
27198,United States,2014,male,35-54 years,11455,41858354,27.37,"17,427,609,000,000",58531,Generation X
27199,United States,2014,male,25-34 years,5222,21760455,24.0,"17,427,609,000,000",58531,Millenials
27200,United States,2014,male,15-24 years,4089,22700273,18.01,"17,427,609,000,000",58531,Millenials
27201,United States,2014,female,35-54 years,4018,41742299,9.63,"17,427,609,000,000",58531,Generation X
27202,United States,2014,female,55-74 years,2676,34193742,7.83,"17,427,609,000,000",58531,Boomers
27203,United States,2014,female,25-34 years,1347,21250636,6.34,"17,427,609,000,000",58531,Millenials
27204,United States,2014,female,15-24 years,990,21691057,4.56,"17,427,609,000,000",58531,Millenials
27205,United States,2014,female,75+ years,477,11616299,4.11,"17,427,609,000,000",58531,Silent
27206,United States,2014,male,5-14 years,277,21264881,1.3,"17,427,609,000,000",58531,Generation Z
27207,United States,2014,female,5-14 years,151,20336916,0.74,"17,427,609,000,000",58531,Generation Z
27208,United States,2015,male,75+ years,3171,8171136,38.81,"18,120,714,000,000",60387,Silent
27209,United States,2015,male,55-74 years,9068,32264697,28.11,"18,120,714,000,000",60387,Boomers
27210,United States,2015,male,35-54 years,11634,41658010,27.93,"18,120,714,000,000",60387,Generation X
27211,United States,2015,male,25-34 years,5503,22137097,24.86,"18,120,714,000,000",60387,Millenials
27212,United States,2015,male,15-24 years,4359,22615073,19.27,"18,120,714,000,000",60387,Millenials
27213,United States,2015,female,35-54 years,4053,41531809,9.76,"18,120,714,000,000",60387,Generation X
27214,United States,2015,female,55-74 years,2872,35115610,8.18,"18,120,714,000,000",60387,Boomers
27215,United States,2015,female,25-34 years,1444,21555712,6.7,"18,120,714,000,000",60387,Millenials
27216,United States,2015,female,15-24 years,1132,21633813,5.23,"18,120,714,000,000",60387,Millenials
27217,United States,2015,female,75+ years,540,11778666,4.58,"18,120,714,000,000",60387,Silent
27218,United States,2015,male,5-14 years,255,21273987,1.2,"18,120,714,000,000",60387,Generation Z
27219,United States,2015,female,5-14 years,158,20342901,0.78,"18,120,714,000,000",60387,Generation Z
